time keep speed
16:42:19.047 285 125.0
16:42:20.047 286 93.0
16:42:21.046 287 147.0
16:42:22.046 288 125.0
16:42:23.046 289 138.0
16:42:24.046 290 93.0
16:42:25.046 291 108.0
16:42:26.046 292 138.0
16:42:27.046 293 285.0
16:42:28.046 294 306.0
16:42:29.046 295 163.0
16:42:30.046 296 153.0
16:42:31.047 297 124.0
16:42:32.046 298 84.0
16:42:33.046 299 56.0
16:42:34.046 300 75.0
16:42:35.046 301 113.0
16:42:36.046 302 195.0
16:42:37.046 303 339.0
16:42:38.046 304 179.0
16:42:39.046 305 142.0
16:42:40.046 306 129.0
16:42:41.046 307 106.0
16:42:42.046 308 90.0
16:42:43.046 309 136.0
16:42:44.046 310 117.0
16:42:45.047 311 80.0
16:42:46.046 312 115.0
16:42:47.046 313 131.0
16:42:48.047 314 280.0
16:42:49.046 315 179.0
16:42:50.046 316 150.0
16:42:51.046 317 134.0
16:42:52.046 318 87.0
16:42:53.046 319 106.0
16:42:54.049 320 85.0
16:42:55.046 321 78.0
16:42:56.046 322 136.0
16:42:57.046 323 328.0
16:42:58.046 324 190.0
16:42:59.046 325 150.0
16:43:00.046 326 120.0
16:43:01.046 327 100.0
16:43:02.047 328 131.0
16:43:03.046 329 137.0
16:43:04.046 330 143.0
16:43:05.046 331 229.0
16:43:06.046 332 196.0
16:43:07.046 333 150.0
16:43:08.046 334 120.0
16:43:09.047 335 116.0
16:43:10.047 336 107.0
16:43:11.047 337 58.0
16:43:12.046 338 27.0
16:43:13.046 339 26.0
16:43:14.046 340 87.0
16:43:15.046 341 63.0
16:43:16.046 342 65.0
16:43:17.046 343 131.0
16:43:18.046 344 380.0
16:43:19.047 345 164.0
16:43:20.046 346 129.0
16:43:21.046 347 115.0
16:43:22.046 348 103.0
16:43:23.046 349 86.0
16:43:24.046 350 102.0
16:43:25.046 351 102.0
16:43:26.046 352 92.0
16:43:27.046 353 140.0
16:43:28.046 354 202.0
16:43:29.046 355 183.0
16:43:30.047 356 135.0
16:43:31.046 357 123.0
16:43:32.046 358 119.0
16:43:33.047 359 96.0
16:43:34.046 360 80.0
16:43:35.046 361 78.0
16:43:36.055 362 135.0
16:43:37.046 363 128.0
16:43:38.046 364 128.0
16:43:39.046 365 172.0
16:43:40.047 366 214.0
16:43:41.046 367 135.0
16:43:42.046 368 122.0
16:43:43.046 369 104.0
16:43:44.047 370 100.0
16:43:45.047 371 129.0
16:43:46.046 372 122.0
16:43:47.046 373 149.0
16:43:48.046 374 476.0
16:43:49.046 375 201.0
16:43:50.046 376 183.0
16:43:51.046 377 158.0
16:43:52.046 378 145.0
16:43:53.046 379 129.0
16:43:54.046 380 89.0
16:43:55.046 381 130.0
16:43:56.047 382 112.0
16:43:57.046 383 65.0
16:43:58.046 384 62.0
16:43:59.046 385 97.0
16:44:00.046 386 155.0
16:44:01.046 387 225.0
16:44:02.046 388 167.0
16:44:03.046 389 134.0
16:44:04.046 390 125.0
16:44:05.046 391 113.0
16:44:06.046 392 120.0
16:44:07.046 393 132.0
16:44:08.046 394 127.0
16:44:09.046 395 131.0
16:44:10.046 396 247.0
16:44:11.046 397 194.0
16:44:12.046 398 154.0
16:44:13.047 399 137.0
16:44:14.046 400 117.0
16:44:15.046 401 114.0
16:44:16.046 402 117.0
16:44:17.046 403 78.0
16:44:18.046 404 71.0
16:44:19.046 405 127.0
16:44:20.046 406 208.0
16:44:21.046 407 167.0
16:44:22.046 408 135.0
16:44:23.047 409 134.0
16:44:24.046 410 120.0
16:44:25.046 411 121.0
16:44:26.046 412 131.0
16:44:27.046 413 362.0
16:44:28.050 414 179.0
16:44:29.046 415 154.0
16:44:30.046 416 138.0
16:44:31.046 417 100.0
16:44:32.046 418 119.0
16:44:33.046 419 130.0
16:44:34.046 420 147.0
16:44:35.047 421 208.0
16:44:36.046 422 280.0
16:44:37.046 423 167.0
16:44:38.046 424 143.0
16:44:39.046 425 124.0
16:44:40.046 426 151.0
16:44:41.046 427 161.0
16:44:42.046 428 145.0
16:44:43.046 429 158.0
16:44:44.046 430 223.0
16:44:45.046 431 149.0
16:44:46.047 432 137.0
16:44:47.046 433 105.0
16:44:48.046 434 106.0
16:44:49.046 435 134.0
16:44:50.046 436 143.0
16:44:51.046 437 199.0
16:44:52.046 438 348.0
16:44:53.046 439 183.0
16:44:54.046 440 149.0
16:44:55.046 441 126.0
16:44:56.046 442 116.0
16:44:57.046 443 109.0
16:44:58.046 444 68.0
16:44:59.046 445 115.0
16:45:00.046 446 153.0
16:45:01.046 447 267.0
16:45:02.046 448 243.0
16:45:03.046 449 264.0
16:45:04.046 450 164.0
16:45:05.046 451 139.0
16:45:06.046 452 153.0
16:45:07.046 453 132.0
16:45:08.046 454 98.0
16:45:09.046 455 58.0
16:45:10.046 456 121.0
16:45:11.046 457 296.0
16:45:12.046 458 341.0
16:45:13.046 459 176.0
16:45:14.047 460 147.0
16:45:15.046 461 119.0
16:45:16.046 462 79.0
16:45:17.083 463 39.0
16:45:18.046 464 19.0
16:45:19.045 465 12.0
16:45:20.046 466 38.0
16:45:21.046 467 90.0
16:45:22.046 468 84.0
16:45:23.046 469 98.0
16:45:24.046 470 362.0
16:45:25.046 471 162.0
16:45:26.046 472 135.0
16:45:27.046 473 121.0
16:45:28.046 474 113.0
16:45:29.046 475 121.0
16:45:30.046 476 126.0
16:45:31.046 477 119.0
16:45:32.046 478 132.0
16:45:33.046 479 350.0
16:45:34.046 480 263.0
16:45:35.046 481 158.0
16:45:36.046 482 135.0
16:45:37.046 483 129.0
16:45:38.046 484 139.0
16:45:39.046 485 110.0
16:45:40.047 486 74.0
16:45:41.046 487 126.0
16:45:42.046 488 174.0
16:45:43.046 489 178.0
16:45:44.046 490 161.0
16:45:45.046 491 156.0
16:45:46.046 492 143.0
16:45:47.046 493 127.0
16:45:48.046 494 115.0
16:45:49.046 495 70.0
16:45:50.046 496 122.0
16:45:51.046 497 110.0
16:45:52.046 498 73.0
16:45:53.046 499 131.0
16:45:54.046 500 219.0
16:45:55.046 501 149.0
16:45:56.047 502 130.0
16:45:57.046 503 102.0
16:45:58.046 504 80.0
16:45:59.046 505 126.0
16:49:00.046 686 172.0
16:49:01.046 687 212.0
16:49:02.047 688 146.0
16:49:03.046 689 159.0
16:49:04.046 690 142.0
16:49:05.046 691 114.0
16:49:06.046 692 66.0
16:49:07.047 693 98.0
16:49:08.046 694 105.0
16:49:09.045 695 65.0
16:49:10.046 696 76.0
16:49:11.046 697 117.0
16:49:12.047 698 262.0
16:49:13.046 699 184.0
16:49:14.047 700 134.0
16:49:15.046 701 121.0
16:49:16.045 702 87.0
16:49:17.046 703 65.0
16:49:18.046 704 72.0
16:49:19.046 705 56.0
16:49:20.046 706 102.0
16:49:21.046 707 161.0
16:49:22.046 708 227.0
16:49:23.045 709 150.0
16:49:24.047 710 123.0
16:49:25.046 711 119.0
16:49:26.046 712 183.0
16:49:27.046 713 318.0
16:49:28.046 714 273.0
16:49:29.046 715 182.0
16:49:30.045 716 155.0
16:49:31.046 717 135.0
16:49:32.046 718 124.0
16:49:33.046 719 121.0
16:49:34.046 720 119.0
16:49:35.046 721 85.0
16:49:36.046 722 73.0
16:49:37.046 723 173.0
16:49:38.046 724 405.0
16:49:39.046 725 189.0
16:49:40.046 726 174.0
16:49:41.047 727 182.0
16:49:42.046 728 145.0
16:49:43.046 729 126.0
16:49:44.046 730 129.0
16:49:45.046 731 157.0
16:49:46.046 732 173.0
16:49:47.046 733 144.0
16:49:48.047 734 147.0
16:49:49.046 735 178.0
16:49:50.046 736 234.0
16:49:51.046 737 161.0
16:49:52.046 738 139.0
16:49:53.046 739 106.0
16:49:54.046 740 143.0
16:49:55.046 741 135.0
16:49:56.046 742 97.0
16:49:57.045 743 102.0
16:49:58.046 744 220.0
16:49:59.046 745 351.0
16:50:00.047 746 186.0
16:50:01.046 747 150.0
16:50:02.046 748 128.0
16:50:03.047 749 86.0
16:50:04.046 750 100.0
16:50:05.046 751 100.0
16:50:06.046 752 63.0
16:50:07.046 753 120.0
16:50:08.046 754 250.0
16:50:09.047 755 388.0
16:50:10.046 756 190.0
16:50:11.046 757 152.0
16:50:12.047 758 141.0
16:50:13.046 759 113.0
16:50:14.045 760 85.0
16:50:15.046 761 124.0
16:50:16.046 762 87.0
16:50:17.046 763 48.0
16:50:18.047 764 115.0
16:50:19.048 765 131.0
16:50:20.046 766 377.0
16:50:21.046 767 276.0
16:50:22.046 768 153.0
16:50:23.046 769 144.0
16:50:24.046 770 127.0
16:50:25.046 771 107.0
16:50:26.046 772 113.0
16:50:27.046 773 88.0
16:50:28.045 774 84.0
16:50:29.046 775 156.0
16:50:30.046 776 211.0
16:50:31.046 777 197.0
16:50:32.046 778 154.0
16:50:33.046 779 137.0
16:50:34.046 780 112.0
16:50:35.045 781 107.0
16:50:36.046 782 96.0
16:50:37.046 783 78.0
16:50:38.046 784 129.0
16:50:39.046 785 136.0
16:50:40.046 786 185.0
16:50:41.046 787 268.0
16:50:42.046 788 169.0
16:50:43.046 789 141.0
16:50:44.046 790 108.0
16:50:45.046 791 83.0
16:50:46.046 792 42.0
16:50:47.046 793 27.0
16:50:48.046 794 5.0
16:50:49.046 795 50.0
16:50:50.046 796 103.0
16:50:51.046 797 232.0
16:50:52.046 798 193.0
16:50:53.046 799 128.0
16:50:54.046 800 107.0
16:50:55.046 801 94.0
16:50:56.046 802 82.0
16:50:57.046 803 103.0
16:50:58.049 804 89.0
16:50:59.045 805 102.0
16:51:00.046 806 133.0
16:51:01.046 807 483.0
16:51:02.046 808 219.0
16:51:03.046 809 145.0
16:51:04.046 810 128.0
16:51:05.047 811 113.0
16:51:06.046 812 120.0
16:51:07.046 813 114.0
16:51:08.046 814 101.0
16:51:09.047 815 181.0
16:51:10.047 816 371.0
16:51:11.046 817 188.0
16:51:12.046 818 146.0
16:51:13.046 819 133.0
16:51:14.046 820 151.0
16:51:15.046 821 124.0
16:51:16.046 822 88.0
16:51:17.046 823 85.0
16:51:18.046 824 216.0
16:51:19.046 825 366.0
16:51:20.045 826 185.0
16:51:21.046 827 170.0
16:51:22.046 828 153.0
16:51:23.046 829 133.0
16:51:24.047 830 99.0
16:51:25.046 831 149.0
16:51:26.046 832 109.0
16:51:27.046 833 70.0
16:51:28.046 834 89.0
16:51:29.046 835 83.0
16:51:30.046 836 134.0
16:51:31.048 837 148.0
16:51:32.046 838 142.0
16:51:33.046 839 228.0
16:51:34.046 840 164.0
16:51:35.046 841 138.0
16:51:36.046 842 129.0
16:51:37.046 843 97.0
16:51:38.046 844 112.0
16:51:39.046 845 126.0
16:51:40.046 846 98.0
16:51:41.046 847 115.0
16:51:42.046 848 108.0
16:51:43.046 849 160.0
16:51:44.046 850 150.0
16:51:45.046 851 121.0
16:51:46.047 852 137.0
16:51:47.046 853 163.0
16:51:48.047 854 130.0
16:51:49.046 855 120.0
16:51:50.046 856 138.0
16:51:51.046 857 264.0
16:51:52.047 858 156.0
16:51:53.047 859 136.0
16:51:54.045 860 114.0
16:51:55.046 861 88.0
16:51:56.046 862 92.0
16:51:57.046 863 85.0
16:51:58.046 864 54.0
16:51:59.046 865 51.0
16:52:00.046 866 114.0
16:52:01.046 867 278.0
16:52:02.046 868 173.0
16:52:03.054 869 127.0
16:52:04.046 870 111.0
16:52:05.046 871 103.0
16:52:06.046 872 86.0
16:52:07.046 873 110.0
16:52:08.046 874 103.0
16:52:09.046 875 123.0
16:52:10.046 876 113.0
16:52:11.046 877 125.0
16:52:12.045 878 302.0
16:52:13.046 879 402.0
16:52:14.047 880 180.0
16:52:15.048 881 145.0
16:52:16.047 882 128.0
16:52:17.046 883 100.0
16:52:18.046 884 118.0
16:52:19.045 885 99.0
16:52:20.046 886 84.0
16:52:21.046 887 118.0
16:52:22.046 888 154.0
16:52:23.046 889 133.0
16:52:24.046 890 120.0
16:52:25.046 891 145.0
16:52:26.046 892 167.0
16:52:27.046 893 195.0
16:52:28.046 894 150.0
16:52:29.046 895 129.0
16:52:30.046 896 136.0
16:52:31.046 897 135.0
16:52:32.046 898 127.0
16:52:33.046 899 104.0
16:52:34.046 900 109.0
16:52:35.048 901 197.0
16:52:36.046 902 306.0
16:52:37.046 903 155.0
16:52:38.046 904 134.0
16:52:39.046 905 116.0
16:52:40.046 906 82.0
16:52:41.046 907 75.0
16:52:42.046 908 81.0
16:52:43.046 909 126.0
16:52:44.046 910 149.0
16:52:45.048 911 284.0
16:52:46.046 912 214.0
16:52:47.046 913 151.0
16:52:48.046 914 164.0
16:52:49.046 915 151.0
16:52:50.046 916 190.0
16:52:51.046 917 324.0
16:52:52.047 918 203.0
16:52:53.046 919 161.0
16:52:54.046 920 140.0
16:52:55.046 921 122.0
16:52:56.045 922 129.0
16:52:57.046 923 124.0
16:52:58.046 924 120.0
16:52:59.047 925 110.0
16:53:00.046 926 179.0
16:53:01.046 927 366.0
16:53:02.046 928 201.0
16:53:03.046 929 153.0
16:53:04.046 930 145.0
16:53:05.047 931 157.0
16:53:06.046 932 131.0
16:53:07.046 933 105.0
16:53:08.046 934 90.0
16:53:09.047 935 212.0
16:53:10.047 936 207.0
16:53:11.046 937 151.0
16:53:12.046 938 127.0
16:53:13.045 939 86.0
16:53:14.046 940 119.0
16:53:15.046 941 127.0
16:53:16.047 942 122.0
16:53:17.046 943 205.0
16:53:18.046 944 211.0
16:53:19.046 945 153.0
16:53:20.046 946 126.0
16:53:21.046 947 94.0
16:53:22.046 948 108.0
16:53:23.046 949 186.0
16:53:24.046 950 213.0
16:53:25.046 951 374.0
16:53:26.046 952 189.0
16:53:27.046 953 190.0
16:53:28.046 954 177.0
16:53:29.047 955 166.0
16:53:30.046 956 153.0
16:53:31.046 957 139.0
16:53:32.046 958 109.0
16:53:33.045 959 102.0
16:53:34.046 960 55.0
16:53:35.049 961 27.0
16:53:36.047 962 10.0
16:53:37.046 963 40.0
16:53:38.046 964 83.0
16:53:39.046 965 159.0
16:53:40.046 966 384.0
16:53:41.046 967 192.0
16:53:42.046 968 151.0
16:53:43.046 969 129.0
16:53:44.046 970 129.0
16:53:45.046 971 118.0
16:53:46.047 972 126.0
16:53:47.046 973 178.0
16:53:48.046 974 203.0
16:53:49.046 975 220.0
16:53:50.045 976 185.0
16:53:51.046 977 148.0
16:53:52.046 978 133.0
16:53:53.047 979 142.0
16:53:54.046 980 147.0
16:53:55.046 981 148.0
16:53:56.047 982 133.0
16:53:57.045 983 147.0
16:53:58.046 984 243.0
16:53:59.046 985 269.0
16:54:00.046 986 157.0
16:54:01.046 987 143.0
16:54:02.046 988 111.0
16:54:03.046 989 93.0
16:54:04.045 990 44.0
16:54:05.046 991 125.0
16:54:06.046 992 209.0
16:54:07.046 993 180.0
16:54:08.046 994 223.0
16:54:09.046 995 172.0
16:54:10.046 996 143.0
16:54:11.046 997 142.0
16:54:12.046 998 154.0
16:54:13.046 999 249.0
16:54:14.046 1000 358.0
16:54:15.046 1001 184.0
16:54:16.046 1002 146.0
16:54:17.046 1003 123.0
16:54:18.047 1004 130.0
16:54:19.046 1005 145.0
16:54:20.048 1006 105.0
16:54:21.046 1007 165.0
16:54:22.047 1008 332.0
16:54:23.046 1009 205.0
16:54:24.046 1010 166.0
16:54:25.046 1011 129.0
16:54:26.046 1012 91.0
16:54:27.046 1013 41.0
16:54:28.046 1014 30.0
16:54:29.046 1015 48.0
16:54:30.046 1016 27.0
16:54:31.046 1017 87.0
16:54:32.046 1018 90.0
16:54:33.046 1019 135.0
16:54:34.046 1020 117.0
16:54:35.047 1021 339.0
16:54:36.046 1022 275.0
16:54:37.046 1023 159.0
16:54:38.046 1024 129.0
16:54:39.046 1025 113.0
16:54:40.047 1026 108.0
16:54:41.046 1027 138.0
16:54:42.046 1028 114.0
16:54:43.046 1029 150.0
16:54:44.046 1030 281.0
16:54:45.046 1031 475.0
16:54:46.046 1032 314.0
16:54:47.046 1033 182.0
16:54:48.046 1034 160.0
16:54:49.046 1035 171.0
16:54:50.046 1036 162.0
16:54:51.046 1037 123.0
16:54:52.046 1038 70.0
16:54:53.046 1039 123.0
16:54:54.046 1040 103.0
16:54:55.046 1041 102.0
16:54:56.046 1042 135.0
16:54:57.047 1043 242.0
16:54:58.046 1044 202.0
16:54:59.046 1045 291.0
16:55:00.046 1046 175.0
16:55:01.045 1047 166.0
16:55:02.046 1048 174.0
16:55:03.046 1049 168.0
16:55:04.046 1050 205.0
16:55:05.046 1051 188.0
16:55:06.046 1052 158.0
16:55:07.046 1053 118.0
16:55:08.046 1054 104.0
16:55:09.046 1055 63.0
16:55:10.046 1056 39.0
16:55:11.046 1057 7.0
16:55:12.046 1058 56.0
16:55:13.046 1059 143.0
16:55:14.047 1060 165.0
16:55:15.046 1061 301.0
16:55:16.046 1062 199.0
16:55:17.046 1063 147.0
16:55:18.047 1064 127.0
16:55:19.045 1065 127.0
16:55:20.046 1066 132.0
16:55:21.046 1067 116.0
16:55:22.048 1068 123.0
16:55:23.046 1069 160.0
16:55:24.046 1070 375.0
16:55:25.066 1071 200.0
16:55:26.046 1072 155.0
16:55:27.046 1073 139.0
16:55:28.046 1074 110.0
16:55:29.046 1075 120.0
16:55:30.046 1076 118.0
16:55:31.054 1077 76.0
16:55:32.046 1078 129.0
16:55:33.047 1079 286.0
16:55:34.046 1080 328.0
16:55:35.046 1081 182.0
16:55:36.046 1082 160.0
16:55:37.046 1083 126.0
16:55:38.046 1084 145.0
16:55:39.046 1085 137.0
16:55:40.047 1086 88.0
16:55:41.046 1087 49.0
16:55:42.047 1088 122.0
16:55:43.046 1089 126.0
16:55:44.046 1090 121.0
16:55:45.046 1091 117.0
16:55:46.046 1092 173.0
16:55:47.046 1093 191.0
16:55:48.046 1094 388.0
16:55:49.046 1095 197.0
16:55:50.046 1096 157.0
16:55:51.049 1097 182.0
16:55:52.046 1098 150.0
16:55:53.046 1099 145.0
16:55:54.046 1100 149.0
16:55:55.046 1101 117.0
16:55:56.046 1102 73.0
16:55:57.046 1103 119.0
16:55:58.046 1104 92.0
16:55:59.046 1105 89.0
16:59:00.046 1286 222.0
16:59:01.046 1287 531.0
16:59:02.056 1288 375.0
16:59:03.046 1289 196.0
16:59:04.045 1290 154.0
16:59:05.046 1291 138.0
16:59:06.046 1292 127.0
16:59:07.046 1293 145.0
16:59:08.046 1294 104.0
16:59:09.046 1295 84.0
16:59:10.046 1296 136.0
16:59:11.046 1297 279.0
16:59:12.046 1298 493.0
16:59:13.046 1299 199.0
16:59:14.047 1300 174.0
16:59:15.046 1301 170.0
16:59:16.046 1302 182.0
16:59:17.046 1303 162.0
16:59:18.045 1304 106.0
16:59:19.046 1305 125.0
16:59:20.046 1306 188.0
16:59:21.046 1307 238.0
16:59:22.046 1308 172.0
16:59:23.046 1309 188.0
16:59:24.046 1310 220.0
16:59:25.046 1311 180.0
16:59:26.046 1312 144.0
16:59:27.046 1313 100.0
16:59:28.046 1314 67.0
16:59:29.046 1315 128.0
16:59:30.046 1316 136.0
16:59:31.046 1317 82.0
16:59:32.048 1318 164.0
16:59:33.046 1319 311.0
16:59:34.046 1320 203.0
16:59:35.046 1321 153.0
16:59:36.045 1322 133.0
16:59:37.046 1323 128.0
16:59:38.046 1324 161.0
16:59:39.046 1325 161.0
16:59:40.046 1326 179.0
16:59:41.046 1327 191.0
16:59:42.046 1328 151.0
16:59:43.045 1329 126.0
16:59:44.046 1330 101.0
16:59:45.046 1331 141.0
16:59:46.046 1332 196.0
16:59:47.048 1333 485.0
16:59:48.046 1334 400.0
16:59:49.047 1335 202.0
16:59:50.046 1336 176.0
16:59:51.046 1337 148.0
16:59:52.046 1338 135.0
16:59:53.046 1339 70.0
16:59:54.045 1340 33.0
16:59:55.046 1341 8.0
16:59:56.046 1342 71.0
16:59:57.046 1343 103.0
16:59:58.046 1344 76.0
16:59:59.046 1345 130.0
17:00:00.046 1346 255.0
17:00:01.046 1347 182.0
17:00:02.047 1348 135.0
17:00:03.046 1349 118.0
17:00:04.046 1350 74.0
17:00:05.045 1351 59.0
17:00:06.046 1352 127.0
17:00:07.046 1353 128.0
17:00:08.048 1354 286.0
17:00:09.046 1355 505.0
17:00:10.046 1356 189.0
17:00:11.046 1357 160.0
17:00:12.046 1358 138.0
17:00:13.046 1359 146.0
17:00:14.046 1360 157.0
17:00:15.047 1361 128.0
17:00:16.045 1362 92.0
17:00:17.046 1363 47.0
17:00:18.046 1364 106.0
17:00:19.046 1365 207.0
17:00:20.046 1366 517.0
17:00:21.047 1367 261.0
17:00:22.047 1368 167.0
17:00:23.046 1369 147.0
17:00:24.046 1370 115.0
17:00:25.046 1371 134.0
17:00:26.045 1372 117.0
17:00:27.046 1373 139.0
17:00:28.046 1374 109.0
17:00:29.046 1375 156.0
17:00:30.046 1376 213.0
17:00:31.046 1377 191.0
17:00:32.046 1378 166.0
17:00:33.045 1379 144.0
17:00:34.046 1380 157.0
17:00:35.046 1381 133.0
17:00:36.046 1382 154.0
17:00:37.046 1383 184.0
17:00:38.047 1384 213.0
17:00:39.046 1385 342.0
17:00:40.046 1386 189.0
17:00:41.047 1387 167.0
17:00:42.046 1388 129.0
17:00:43.046 1389 71.0
17:00:44.045 1390 33.0
17:00:45.046 1391 20.0
17:00:46.046 1392 9.0
17:00:47.046 1393 82.0
17:00:48.046 1394 66.0
17:00:49.056 1395 178.0
17:00:50.047 1396 420.0
17:00:51.046 1397 184.0
17:00:52.046 1398 139.0
17:00:53.046 1399 125.0
17:00:54.046 1400 101.0
17:00:55.046 1401 86.0
17:00:56.046 1402 134.0
17:00:57.046 1403 112.0
17:00:58.045 1404 98.0
17:00:59.046 1405 101.0
17:01:00.046 1406 192.0
17:01:01.047 1407 173.0
17:01:02.046 1408 129.0
17:01:03.046 1409 118.0
17:01:04.046 1410 87.0
17:01:05.045 1411 100.0
17:01:06.046 1412 64.0
17:01:07.047 1413 80.0
17:01:08.047 1414 269.0
17:01:09.046 1415 499.0
17:01:10.046 1416 371.0
17:01:11.046 1417 171.0
17:01:12.045 1418 147.0
17:01:13.046 1419 131.0
17:01:14.047 1420 145.0
17:01:15.046 1421 137.0
17:01:16.046 1422 106.0
17:01:17.047 1423 62.0
17:01:18.046 1424 87.0
17:01:19.045 1425 63.0
17:01:20.047 1426 61.0
